loan_id,customer_id,book_id,loan_date,due_date,return_date
2953,209,1,2024-02-20,2024-03-05,2024-03-07
8549,136,1,2023-04-09,2023-04-23,2023-04-23
7073,1135,2,2024-10-19,2024-11-02,2024-10-26
4726,1400,1,2024-10-19,2024-11-02,2024-11-09
6689,1629,7,2024-02-13,2024-02-27,2024-02-14
4985,1475,1,2024-09-20,2024-10-04,2024-10-19
2564,1771,5,2021-01-07,2021-01-21,2021-01-20
3003,2723,1,2023-09-12,2023-09-26,2023-09-16
11,1067,1,2024-01-02,2024-01-16,
7176,2715,1,2024-12-25,2025-01-08,
2425,137,9,2024-10-28,2024-11-11,
227,2062,1,2023-12-09,2023-12-23,
2173,1678,2,2023-01-07,2023-01-21,2023-01-28
5354,869,1,2023-05-20,2023-06-03,2023-05-29
7362,2628,1,2022-06-08,2022-06-29,
3381,2523,6,2020-07-01,2020-07-15,
7771,1319,26,2023-12-12,2023-11-28,2024-01-31
912,447,1,2024-04-01,2024-04-15,2024-04-02
4816,1002,3,2022-01-17,2022-01-31,2022-01-24
1726,1718,9,2023-10-08,2023-10-22,2023-10-15
6382,1622,2,2023-09-23,2023-10-07,2023-10-04
2733,2658,2,2024-12-04,2024-12-18,2024-12-10
7057,1700,1,2024-05-12,2024-05-26,
5760,1738,1,2024-01-07,2024-01-21,2024-01-20
8802,2746,12,2022-05-01,2022-05-15,2022-05-11
8001,2719,6,2020-07-06,2020-07-20,2020-07-19
5657,363,5,2024-12-18,2025-01-01,
8354,1905,3,2024-03-09,2024-03-30,2024-03-29
1949,1605,12,2022-05-05,2022-05-19,2022-05-17
3237,1291,4,2021-09-10,2021-09-24,2021-09-12
714,2375,1,2024-01-20,2024-02-03,
5852,1468,15,2020-09-23,2020-10-07,2020-10-09
6389,629,1,2021-07-26,2021-08-09,2021-08-15
3948,90,18,2024-11-15,2024-11-29,2024-12-04
887,454,3,2022-03-31,2022-04-21,2022-04-05
7541,2456,3,2024-11-05,2024-11-19,2024-11-23
9447,613,41,2023-05-15,2023-06-05,2023-05-22
192,1210,1,2024-05-18,2024-06-08,2024-05-27
1326,2018,1,2024-10-19,2024-11-02,2024-10-29
2538,483,1,2023-08-18,2023-09-01,2023-09-06
5073,2614,2,2020-06-24,2020-07-08,2020-07-06
1197,2689,1,2023-10-28,2023-11-11,
7249,1949,4,2023-03-28,2023-04-11,2023-04-15
7535,1854,3,2024-11-17,2024-12-01,
8162,1155,2,2024-02-16,2024-03-01,
2686,1973,1,2023-01-06,2023-01-20,
1247,1204,1,2023-05-19,2023-06-02,2023-05-25
2965,1360,25,2024-01-03,2024-01-17,2024-01-06
2109,935,1,2023-11-15,2023-12-06,2023-11-25
3145,245,3,2024-10-02,2024-10-16,2024-10-13
5272,2679,1,2023-12-13,2023-12-27,2023-12-19
5757,1704,1,2024-10-21,2024-11-11,2024-11-13
8172,1569,2,2023-11-11,2023-11-25,2023-11-16
2898,2215,26,2023-10-01,2023-10-15,
1175,1541,2,2024-10-03,2024-10-17,2024-10-14
3663,847,2,2024-08-15,2024-08-29,2024-08-28
1976,1961,6,2024-12-08,2024-12-22,2024-12-20
5015,2621,1,2021-01-15,2021-01-29,2021-01-28
3954,1548,6,2024-08-21,2024-09-04,
5924,536,1,2024-04-14,2024-04-28,2024-04-19
3703,867,4,2022-10-19,2022-11-02,2022-10-26
1689,2520,1,2024-02-02,2024-02-16,2024-02-15
8455,2305,2,2021-05-29,2021-06-12,2021-06-04
948,732,17,2022-05-10,2022-05-24,2022-05-23
646,2131,10,2024-07-01,2024-07-22,2024-07-28
9501,796,1,2024-08-31,2024-09-14,2024-09-06
2322,1112,1,2023-05-17,2023-06-07,2023-06-07
4479,146,17,2024-09-30,2024-10-14,2024-10-15
6678,901,1,2021-02-27,2021-03-13,2021-03-03
8540,1472,16,2024-11-15,2024-11-29,2024-11-30
2051,1607,2,2022-11-10,2022-11-24,2022-11-13
3446,1564,5,2022-05-22,2022-06-05,2022-06-07
9484,339,3,2023-09-20,2023-10-04,2023-09-27
5610,1142,1,2021-06-12,2021-07-03,2021-06-18
7566,596,1,2023-08-18,2023-09-01,2023-08-20
8659,782,63,2024-06-25,2024-07-09,
3026,717,1,2021-04-17,2021-05-01,2021-05-20
1420,390,2,2024-09-28,2024-10-12,2024-09-29
8490,1891,3,2020-10-17,2020-10-31,2020-10-23
8632,486,120,2024-01-13,2024-01-27,2024-01-25
7655,680,1,2024-07-26,2024-08-09,2024-08-06
1308,1042,1,2024-06-30,2024-07-14,2024-07-17
6255,217,1,2024-01-05,2024-01-19,
6410,1299,1,2023-11-23,2023-12-07,2023-12-04
6169,2596,1,2022-04-06,2022-04-20,
112,2169,2,2021-05-28,2021-06-11,2021-06-13
3870,2110,1,2022-08-30,2022-09-13,2022-09-12
5069,627,1,2021-04-04,2021-04-18,
6168,1694,1,2020-05-30,2020-06-20,2020-06-17
7938,588,84,2023-12-30,2024-01-13,2024-01-09
3929,1270,3,2020-05-18,2020-06-01,2020-05-30
6148,1611,1,2023-12-25,2024-01-08,2023-12-27
3646,2517,66,2024-12-16,2024-12-30,
2512,862,1,2022-09-14,2022-09-28,2022-09-21
5941,638,1,2023-08-17,2023-08-31,2023-09-04
4269,591,6,2024-09-24,2024-10-08,2024-10-07
1,1611,6,2024-01-16,2024-02-06,2024-01-30
2595,234,1,2023-03-16,2023-03-30,2023-03-31
1998,760,1,2022-10-09,2022-10-23,2022-10-13
3621,2411,18,2021-10-27,2021-11-10,
9152,890,3,2024-07-20,2024-08-03,2024-08-01
2047,1567,1,2024-04-13,2024-04-27,2024-05-01
3014,1563,1,2024-07-18,2024-08-01,2024-08-06
1797,1207,1,2023-02-20,2023-03-06,2023-03-03
1143,1146,2,2021-01-01,2021-01-15,
5914,1085,1,2023-10-10,2023-10-24,2023-10-30
3463,2299,3,2023-09-01,2023-09-15,2023-09-14
4480,1356,3,2020-01-16,2020-01-30,2020-01-20
287,2789,5,2020-06-05,2020-06-19,
2198,1801,18,2021-08-11,2021-08-25,2021-08-19
439,368,1,2024-02-03,2024-02-17,2024-02-08
5176,2123,6,2024-11-08,2024-11-22,2024-11-20
4374,722,4,2023-01-03,2023-01-17,2023-01-15
1587,1017,1,2022-12-25,2023-01-08,2022-12-28
4576,2643,11,2024-07-29,2024-08-12,
269,1208,5,2024-10-23,2024-11-06,2024-10-30
8153,1748,4,2022-04-23,2022-05-07,2022-05-02
9398,103,2,2023-09-18,2023-10-02,2023-10-24
6996,2552,1,2021-10-13,2021-10-27,2021-11-03
8613,182,1,2023-10-04,2023-10-18,2023-10-19
3000,2356,1,2024-08-25,2024-09-15,2024-09-04
5287,2208,1,2021-04-12,2021-04-26,2021-04-17
873,2550,1,2023-09-29,2023-10-13,2023-10-13
1155,1306,5,2024-02-01,2024-02-15,2024-02-26
8477,975,1,2024-07-26,2024-08-09,
375,1788,46,2020-11-05,2020-11-19,
3289,2624,1,2023-04-10,2023-04-24,2023-04-27
7190,1418,41,2022-05-01,2022-05-15,2022-05-07
6536,2061,1,2024-08-21,2024-09-11,2024-09-10
155,1743,1,2021-09-04,2021-09-25,2021-09-26
4122,605,1,2024-03-31,2024-04-21,2024-04-23
1867,1025,1,2020-10-24,2020-11-07,2020-11-12
5518,1923,6,2024-01-02,2024-01-16,2024-01-04
874,2723,1,2023-01-15,2023-01-29,2023-01-28
6898,494,1,2024-09-13,2024-09-27,2024-10-27
5930,1210,42,2020-08-31,2020-09-14,2020-09-17
1511,2199,15,2023-01-16,2023-01-30,2023-01-30
4470,2304,1,2022-05-04,2022-05-18,2022-06-06
5187,1147,1,2023-10-27,2023-11-10,2023-11-08
1036,1494,1,2024-11-24,2024-12-08,2025-01-03
2388,690,28,2021-09-08,2021-09-22,2021-09-13
9376,1817,1,2022-02-01,2022-02-15,2022-02-07
2063,467,6,2022-04-14,2022-04-28,2022-05-05
2126,1899,7,2022-10-28,2022-11-11,2022-10-30
2082,475,2,2023-08-10,2023-08-24,2023-08-31
6509,437,1,2024-09-12,2024-09-26,2024-09-29
3454,485,1,2024-09-11,2024-09-25,2024-09-14
6865,586,8,2021-08-13,2021-08-27,2021-09-01
2796,928,1,2024-05-02,2024-05-23,2024-05-24
779,1661,1,2024-07-15,2024-07-29,2024-07-19
438,2672,2,2023-07-07,2023-07-21,2023-07-28
4114,983,3,2023-10-15,2023-10-29,
6396,862,1,2024-07-20,2024-08-03,2024-07-31
3225,1216,2,2024-01-28,2024-02-11,
4379,1475,2,2024-11-01,2024-11-15,
8090,2139,5,2024-06-29,2024-07-13,2024-07-05
5967,549,1,2024-12-09,2024-12-23,2025-01-12
2843,2165,11,2024-08-14,2024-08-28,2024-08-26
8737,554,1,2023-10-27,2023-11-10,
1230,2685,16,2023-10-11,2023-10-25,2023-10-13
3467,1789,3,2020-06-13,2020-06-27,2020-07-02
7310,1150,2,2024-11-16,2024-11-30,2024-11-25
8508,1728,1,2024-03-29,2024-04-12,2024-03-31
6,1161,2,2023-05-01,2023-05-15,2023-05-16
3368,2696,1,2023-08-07,2023-08-21,
1132,1713,1,2024-08-13,2024-09-03,2024-08-25
2681,2719,1,2022-01-31,2022-02-14,2022-02-19
6894,2279,7,2024-05-20,2024-06-03,2024-05-23
2275,1401,108,2022-08-16,2022-08-30,2022-08-29
7265,2301,83,2024-04-24,2024-05-08,2024-05-11
2370,667,1,2024-03-11,2024-03-25,
3010,565,6,2024-11-30,2024-12-14,2024-12-04
4491,2064,1,2021-10-22,2021-11-05,2021-10-27
3696,38,7,2024-03-14,2024-04-04,2024-04-02
8914,1005,8,2024-03-12,2024-03-26,2024-03-29
4621,2748,3,2023-04-27,2023-05-11,
6210,2678,8,2024-08-07,2024-08-21,2024-08-14
2008,1113,1,2022-09-28,2022-10-12,2022-10-12
4352,1694,44,2024-09-30,2024-10-14,2024-10-08
9581,1052,1,2024-08-01,2024-08-15,2024-08-12
2358,2223,1,2022-06-27,2022-07-11,2022-06-29
173,950,1,2024-08-01,2024-08-15,2024-08-17
1238,654,4,2023-02-22,2023-03-08,2023-02-24
7186,526,1,2024-01-25,2024-02-08,2024-02-15
4944,1075,111,2024-02-26,2024-03-11,
2277,812,5,2022-07-09,2022-07-23,2022-07-15
6980,929,7,2021-01-02,2021-01-16,
5042,1523,2,2023-10-27,2023-11-10,2023-11-10
8936,488,14,2021-06-05,2021-06-26,2021-06-22
2133,479,23,2021-05-06,2021-05-20,2021-06-29
7619,2018,18,2024-08-16,2024-08-30,2024-08-26
7727,224,1,2023-03-22,2023-04-05,
1243,415,1,2024-02-20,2024-03-05,2024-02-25
3425,2119,5,2023-11-23,2023-12-14,2024-01-21
6833,1940,1,2024-08-23,2024-09-06,2024-09-13
3273,2068,22,2023-12-18,2024-01-01,2024-01-07
9539,1775,1,2023-09-29,2023-10-13,
6392,1298,15,2021-09-05,2021-09-19,2021-09-11
3531,1466,1,2024-10-01,2024-10-15,
8207,2669,1,2023-01-05,2023-01-19,2023-01-20
5102,1680,2,2022-07-27,2022-08-10,2022-08-13
7005,586,7,2023-04-30,2023-05-14,2023-05-05
7117,196,1,2022-05-11,2022-05-25,
981,2565,1,2024-06-23,2024-07-07,2024-06-27
411,2119,2,2024-12-20,2025-01-10,
313,2192,3,2023-09-15,2023-09-29,2023-09-21
5385,1004,133,2022-08-22,2022-09-05,2022-08-25
839,54,1,2023-02-15,2023-03-01,2023-02-26
8253,2696,8,2024-03-03,2024-03-24,
7755,2713,5,2021-04-16,2021-04-30,2021-05-24
6880,2268,1,2024-08-30,2024-09-13,2024-08-31
5952,381,2,2024-11-26,2024-12-10,2024-11-27
1478,1467,1,2024-11-16,2024-12-07,2024-11-23
2257,2115,1,2024-09-01,2024-09-15,
3342,572,1,2022-09-16,2022-10-07,2022-11-21
9050,1085,3,2023-05-30,2023-06-13,2023-06-05
2438,991,47,2022-08-05,2022-08-19,2022-08-12
7182,1553,1,2023-07-19,2023-08-02,2023-08-06
4863,1580,1,2024-09-06,2024-09-20,2024-09-18
4697,2066,1,2022-09-05,2022-09-19,2022-09-23
522,2053,65,2022-02-07,2022-02-21,2022-02-16
5181,1330,26,2024-05-31,2024-06-14,2024-06-11
447,784,3,2024-11-14,2024-12-05,2024-12-05
5336,2430,2,2024-06-29,2024-07-13,2024-08-01
4580,1381,1,2024-12-19,2025-01-02,
709,2165,1,2024-10-11,2024-10-25,2024-10-19
6021,2441,1,2020-09-04,2020-09-18,2020-09-13
7568,2558,1,2020-07-23,2020-08-06,2020-08-04
811,1414,1,2024-09-10,2024-09-24,
2624,1680,1,2020-01-26,2020-02-09,2020-01-30
4192,2681,2,2023-05-10,2023-05-31,2023-05-30
8128,847,3,2024-12-18,2025-01-01,
8669,659,1,2024-12-23,2025-01-06,
5681,454,1,2020-04-16,2020-04-30,2020-04-26
8913,574,99,2021-03-19,2021-04-02,2021-03-22
6233,747,6,2023-03-18,2023-04-01,
2657,626,6,2024-02-24,2024-03-09,2024-03-02
6497,94,3,2024-10-16,2024-10-30,2024-10-19
1954,364,6,2024-02-06,2024-02-20,2024-02-18
2113,862,16,2024-01-09,2024-01-23,
1301,2533,3,2024-04-16,2024-04-30,2024-04-29
4531,29,1,2021-04-10,2021-04-24,2021-04-25
9,2362,3,2023-09-26,2023-10-10,2023-10-14
3734,2520,3,2022-02-23,2022-03-09,2022-02-25
4377,2375,2,2024-04-01,2024-04-15,2024-05-22
2754,2519,15,2024-12-19,2025-01-09,
3306,1767,5,2022-02-17,2022-03-03,2022-03-04
9554,2311,19,2024-11-13,2024-11-27,2024-11-23
4108,1098,4,2024-07-18,2024-08-01,2024-07-25
3217,1553,11,2024-09-09,2024-09-23,
3444,1936,3,2022-11-10,2022-12-01,2022-11-25
9139,1423,1,2023-08-15,2023-08-29,2023-09-01
8378,508,1,2024-05-11,2024-05-25,2024-05-17
6455,1330,1,2024-02-11,2024-02-25,2024-02-24
5112,1139,1,2023-12-22,2024-01-05,2024-01-01
6615,1836,1,2023-05-27,2023-06-10,2023-06-17
5554,1787,1,2024-02-12,2024-02-26,2024-02-17
174,428,3,2023-06-11,2023-06-25,2023-07-15
2719,2679,12,2023-08-05,2023-08-19,2023-08-26
1556,2279,4,2022-10-02,2022-10-16,2022-10-09
366,1095,10,2022-11-20,2022-12-04,2022-11-27
4530,2522,16,2024-10-08,2024-10-22,2024-10-22
4048,1375,1,2024-06-17,2024-07-01,2024-07-02
201,2190,66,2020-08-23,2020-09-06,
8629,1087,54,2024-08-06,2024-08-20,2024-08-21
998,1276,7,2023-10-22,2023-11-05,2023-10-31
8044,2291,1,2024-10-14,2024-10-28,2024-10-23
5260,1961,3,2024-07-08,2024-07-22,2024-07-22
7119,2439,1,2023-03-02,2023-03-16,2023-03-11
4663,1091,103,2021-05-29,2021-06-19,
1242,2360,4,2024-09-17,2024-10-01,2024-09-30
1869,880,4,2024-03-30,2024-04-20,2024-04-08
4471,2087,2,2023-09-07,2023-09-28,2023-09-26
4021,1609,20,2022-11-04,2022-11-18,2022-11-18
5284,43,2,2021-01-04,2021-01-18,2021-01-15
902,1976,1,2022-02-07,2022-02-21,2022-02-24
5291,1168,7,2024-09-21,2024-10-05,2024-09-28
6521,1488,5,2024-01-14,2024-01-28,2024-01-26
4030,1748,11,2022-12-26,2023-01-09,2023-01-11
6261,1167,4,2024-03-12,2024-03-26,2024-03-25
2734,1758,1,2024-11-09,2024-11-23,
4911,1903,1,2024-07-14,2024-07-28,2024-07-23
634,31,1,2022-07-13,2022-07-27,2022-07-18
7658,588,1,2024-12-09,2024-12-23,
3539,1798,3,2021-12-13,2021-12-27,2021-12-18
6438,1118,1,2024-04-08,2024-04-22,2024-04-27
1084,621,1,2024-05-27,2024-06-10,2024-05-29
8512,1605,1,2022-01-23,2022-02-06,
2492,2400,1,2022-03-24,2022-04-07,2022-04-04
571,2615,1,2020-05-29,2020-06-12,
9579,485,1,2024-12-19,2025-01-09,
8193,2155,1,2023-12-28,2024-01-11,2023-12-30
6743,1147,3,2024-02-23,2024-03-08,2024-03-10
7798,1490,1,2020-12-04,2020-12-18,2020-12-12
9141,2104,5,2024-01-12,2024-02-02,2024-01-18
7633,1521,17,2023-09-10,2023-09-24,2023-09-20
484,1575,1,2023-10-02,2023-10-16,2023-10-08
3172,1496,2,2024-11-24,2024-12-08,2024-12-04
3536,6,2,2020-06-28,2020-07-12,
5502,1899,2,2024-11-10,2024-12-01,2024-11-28
7941,195,11,2024-04-11,2024-04-25,2024-04-12
840,2250,1,2023-08-01,2023-08-15,2023-08-04
7329,1369,5,2024-12-18,2025-01-01,
8991,510,2,2024-10-04,2024-10-18,2024-10-14
4026,1873,20,2022-01-03,2022-01-17,
5909,2467,6,2024-03-26,2024-04-09,2024-03-28
3906,2117,1,2022-05-20,2022-06-03,2022-06-02
7841,179,10,2024-04-09,2024-04-23,2024-04-10
6061,2778,12,2022-08-03,2022-08-17,2022-08-15
2390,1667,3,2023-05-21,2023-06-04,2023-06-06
1800,2558,4,2021-12-08,2021-12-29,2021-12-25
2420,1624,4,2021-11-02,2021-11-16,2021-12-01
734,1502,2,2023-07-23,2023-08-13,2023-08-03
2530,2274,1,2022-12-31,2023-01-14,2023-01-07
3824,2088,60,2023-07-01,2023-07-15,
3721,29,14,2022-08-05,2022-08-26,2022-08-17
3298,457,1,2024-07-15,2024-07-29,2024-07-21
3597,1231,2,2022-04-05,2022-04-19,2022-04-07
1425,1704,1,2024-04-26,2024-05-10,2024-05-01
8112,693,2,2022-01-20,2022-02-03,
2037,2530,3,2024-09-28,2024-10-12,2024-11-15
1329,2558,1,2023-08-05,2023-08-19,2023-08-20
2347,2366,1,2024-05-28,2024-06-11,2024-07-07
2980,145,2,2024-07-02,2024-07-16,2024-07-09
9503,1593,8,2020-04-26,2020-05-10,2020-05-03
7448,1210,1,2023-02-06,2023-02-20,2023-02-19
784,1686,68,2024-12-17,2024-12-31,
8717,1888,2,2024-10-23,2024-11-06,
5734,189,3,2020-08-04,2020-08-18,2020-08-10
5815,1211,7,2024-11-10,2024-11-24,2024-11-12
5062,39,3,2022-05-09,2022-05-23,2022-05-21
1135,655,75,2022-12-27,2023-01-10,2023-01-06
9105,2246,1,2023-07-18,2023-08-01,2023-07-22
4629,1033,2,2021-06-05,2021-06-19,2021-06-15
6923,732,90,2020-12-20,2021-01-03,2021-01-04
5171,2235,1,2024-11-14,2024-11-28,2024-11-20
7813,347,1,2024-09-14,2024-10-05,2024-09-30
63,2353,1,2024-10-27,2024-11-10,2024-11-07
4766,2435,3,2024-09-06,2024-09-20,2024-09-13
4539,187,1,2021-11-28,2021-12-12,2021-12-12
3260,1047,1,2022-07-22,2022-08-12,2022-07-26
6860,1984,1,2024-07-28,2024-08-11,2024-08-06
1030,1084,26,2022-07-02,2022-07-16,
4746,467,1,2024-04-03,2024-04-17,2024-04-16
8890,2511,3,2022-12-11,2022-12-25,2022-12-21
3856,677,1,2024-09-01,2024-09-15,2024-09-14
9310,290,1,2023-07-31,2023-08-14,2023-08-06
3287,1648,1,2023-11-19,2023-12-10,2023-11-30
1795,1563,2,2024-10-21,2024-11-04,2024-11-12
7560,2591,4,2024-07-20,2024-08-03,2024-07-31
6339,979,1,2021-11-04,2021-11-18,2021-11-12
2747,305,2,2022-06-21,2022-07-05,2022-07-02
7639,1241,1,2020-12-22,2021-01-12,2021-01-18
1178,850,10,2024-03-29,2024-04-12,
3884,1814,6,2023-08-21,2023-09-04,2023-09-11
5812,454,1,2021-04-11,2021-04-25,2021-04-18
9518,2649,1,2024-02-04,2024-02-18,2024-02-05
3640,2004,23,2024-05-24,2024-06-07,2024-06-08
6855,2671,1,2024-12-20,2025-01-03,
9028,1059,2,2024-03-15,2024-03-29,
6015,2560,8,2024-03-20,2024-04-03,2024-04-04
4826,659,1,2024-05-12,2024-05-26,2024-05-24
1061,195,3,2023-08-30,2023-09-13,2023-09-02
4124,1148,9,2024-11-02,2024-11-16,2024-11-13
3275,645,1,2022-05-30,2022-06-13,2022-06-16
7140,1443,72,2022-09-11,2022-09-25,2022-09-21
7311,713,12,2023-05-01,2023-05-15,2023-05-07
8212,678,10,2024-11-22,2024-12-06,2024-12-11
7772,116,8,2024-07-18,2024-08-01,2024-09-10
9380,32,3,2024-03-03,2024-03-17,2024-03-05
6173,1362,1,2024-10-16,2024-10-30,2024-10-25
2136,1765,26,2023-07-08,2023-07-22,2023-07-19
1052,2541,1,2021-01-17,2021-01-31,
4142,2000,89,2024-07-12,2024-07-26,2024-07-26
353,2719,1,2022-02-11,2022-02-25,2022-02-20
515,1371,7,2024-01-26,2024-02-09,
2072,2685,4,2023-12-07,2023-12-21,2023-12-27
8061,907,4,2024-06-03,2024-06-17,2024-06-12
6380,1563,2,2024-06-16,2024-07-07,2024-06-19
3975,63,1,2024-01-28,2024-02-11,2024-02-12
5206,1010,4,2022-12-08,2022-12-22,2022-12-11
2597,528,26,2024-06-27,2024-07-11,2024-07-06
8830,2036,1,2020-07-05,2020-07-19,2020-07-07
8180,38,1,2022-11-15,2022-11-29,2022-11-16
4198,403,1,2023-11-18,2023-12-02,2023-11-23
136,2743,50,2024-12-05,2024-12-19,2024-12-09
7010,2551,38,2024-10-05,2024-10-19,2024-10-26
5296,937,1,2022-07-30,2022-08-13,2022-08-09
291,478,1,2024-02-26,2024-03-11,2024-03-07
9181,276,17,2024-04-18,2024-05-02,2024-04-23
4781,668,3,2021-06-13,2021-06-27,2021-06-15
7282,2614,6,2023-05-26,2023-06-09,2023-06-01
4439,1069,3,2023-11-10,2023-12-01,2023-12-06
1973,1272,1,2024-10-24,2024-11-07,2024-10-29
2314,2477,1,2024-12-25,2025-01-08,
3891,450,9,2023-12-07,2023-12-21,2023-12-19
5265,66,17,2021-06-13,2021-06-27,
4776,2529,1,2024-10-16,2024-10-30,2024-11-05
2623,1616,60,2023-08-19,2023-09-02,2023-08-31
4546,2610,10,2024-01-09,2024-01-30,2024-02-01
7254,254,1,2024-04-13,2024-04-27,2024-04-16
3817,944,1,2020-11-25,2020-12-16,2020-12-12
1758,2764,1,2024-11-13,2024-12-04,2024-12-08
3643,208,5,2024-07-24,2024-08-07,2024-08-11
708,1142,1,2020-08-03,2020-08-17,2020-08-22
9599,1344,13,2023-12-18,2024-01-01,2023-12-20
8070,2765,3,2023-10-08,2023-10-22,2023-10-28
4802,820,1,2023-12-08,2023-12-22,2023-12-22
6441,2137,3,2023-04-22,2023-05-06,2023-05-01
5581,2558,2,2024-03-21,2024-04-04,2024-04-11
66,1354,1,2022-12-25,2023-01-08,2023-01-21
9302,1065,36,2021-12-09,2021-12-23,2021-12-13
3690,1623,3,2023-11-16,2023-12-07,2023-12-23
6602,57,13,2023-02-03,2023-02-17,2023-03-06
8244,924,7,2022-01-27,2022-02-10,2022-02-09
7243,942,4,2023-03-02,2023-03-16,2023-03-14
6195,1323,1,2023-03-26,2023-04-09,2023-04-14
3499,1994,75,2024-05-31,2024-06-14,2024-06-02
2977,1102,63,2023-12-16,2023-12-30,2023-12-20
8329,1935,2,2023-04-24,2023-05-15,2023-05-01
5795,901,1,2023-02-24,2023-03-10,2023-03-12
4483,1977,1,2023-05-08,2023-05-22,2023-05-17
1801,26,1,2021-08-07,2021-08-21,
6248,1936,1,2022-04-15,2022-04-29,2022-04-17
1605,2671,6,2024-05-06,2024-05-27,2024-05-27
2758,2482,1,2024-08-26,2024-09-09,2024-09-03
2475,1360,2,2024-10-18,2024-11-01,2024-10-23
7707,342,2,2023-05-29,2023-06-12,2023-05-30
3164,761,1,2024-01-06,2024-01-27,2024-01-31
9300,802,1,2024-09-30,2024-10-14,2024-10-17
4451,279,59,2024-11-26,2024-12-17,2024-12-22
3321,2185,3,2024-02-01,2024-02-15,2024-02-03
3193,2308,6,2023-11-15,2023-11-29,2023-11-24
1786,182,4,2024-03-23,2024-04-06,2024-04-09
5065,1205,83,2022-01-14,2022-01-28,2022-01-28
3176,2737,1,2021-03-01,2021-03-15,2021-03-11
1607,867,3,2022-11-19,2022-12-03,2022-11-28
5744,1079,14,2023-07-23,2023-08-06,2023-07-26
7203,2503,1,2024-07-21,2024-08-11,2024-07-31
1248,1493,20,2020-12-09,2020-12-23,2020-12-23
7778,680,13,2024-02-25,2024-03-10,2024-03-05
3548,1387,1,2023-03-24,2023-04-07,
4231,2233,4,2023-09-03,2023-09-17,
7799,2177,1,2024-01-21,2024-02-04,2024-01-27
8720,110,4,2024-09-20,2024-10-04,2024-10-12
2825,2529,4,2024-05-09,2024-05-30,2024-05-24
5992,36,1,2024-03-10,2024-03-31,2024-03-29
3373,1061,5,2023-12-07,2023-12-21,2023-12-27
7030,2052,119,2024-10-03,2024-10-17,2024-10-17
4909,1134,1,2024-08-12,2024-08-26,2024-08-18
5713,2671,1,2024-01-27,2024-02-10,2024-02-12
3263,2572,7,2023-06-07,2023-06-21,2023-06-25
145,639,92,2024-02-13,2024-02-27,2024-03-27
3402,264,1,2024-08-20,2024-09-03,2024-08-21
8287,1803,2,2024-06-18,2024-07-02,2024-06-19
444,38,3,2024-10-10,2024-10-24,2024-10-30
541,289,1,2023-06-22,2023-07-06,2023-07-02
4023,2672,2,2024-07-13,2024-07-27,2024-08-03
7267,2146,1,2021-08-30,2021-09-13,2021-09-12
6884,1903,1,2024-10-21,2024-11-04,2024-10-22
2630,1942,35,2024-08-22,2024-09-05,2024-08-26
7981,880,1,2022-05-25,2022-06-08,2022-07-19
5473,1988,16,2024-01-22,2024-02-05,2024-01-27
9303,2403,22,2024-12-09,2024-12-23,2024-12-17
1060,1284,1,2024-01-08,2024-01-22,2024-01-23
7742,1300,1,2021-09-06,2021-09-20,2021-09-07
9491,243,2,2023-07-18,2023-08-01,2023-07-27
5415,552,1,2021-09-27,2021-10-11,2021-10-06
5059,2019,3,2024-11-30,2024-12-14,
6072,146,1,2024-12-04,2024-12-18,2024-12-10
4751,25,7,2021-01-19,2021-02-02,2021-01-28
4109,128,159,2024-12-01,2024-12-15,2024-12-15
6286,1636,62,2024-07-13,2024-07-27,2024-07-17
2996,2649,1,2024-11-02,2024-11-16,2024-11-13
111,2486,25,2024-11-05,2024-11-19,
8822,422,128,2024-06-08,2024-06-22,2024-06-09
4412,908,3,2021-11-21,2021-12-05,2021-12-05
7738,1874,25,2023-08-24,2023-09-14,2023-08-25
397,1124,1,2024-03-31,2024-04-14,2024-04-02
8259,2036,1,2020-03-02,2020-03-16,2020-03-16
7194,2783,9,2024-08-01,2024-08-15,2024-08-14
1862,2334,7,2024-01-03,2024-01-24,2024-01-16
3490,2108,1,2024-10-10,2024-10-24,2024-10-26
4506,674,1,2022-12-19,2023-01-02,2022-12-31
540,1227,1,2023-09-26,2023-10-17,2023-10-11
6844,552,3,2022-12-21,2023-01-04,2022-12-29
1834,141,3,2024-01-15,2024-01-29,2024-02-02
7918,1189,1,2023-08-26,2023-09-09,2023-09-15
2004,2782,2,2021-03-17,2021-03-31,2021-03-31
4562,1192,10,2024-11-16,2024-11-30,2024-11-23
8806,1759,1,2024-04-05,2024-04-19,2024-04-14
4847,1771,2,2023-03-16,2023-03-30,2023-03-27
7424,1994,7,2024-05-05,2024-05-19,2024-05-16
5009,1712,23,2024-09-02,2024-09-16,2024-09-17
2292,1947,1,2024-06-15,2024-06-29,2024-07-06
8565,7,2,2024-09-24,2024-10-08,
2350,2152,2,2023-12-16,2023-12-30,2023-12-25
783,113,11,2021-03-18,2021-04-01,2021-03-19
6491,273,15,2024-10-03,2024-10-24,
8575,1663,9,2023-01-18,2023-02-01,2023-02-06
6333,1978,1,2024-06-23,2024-07-07,2024-07-07
1225,1748,96,2022-06-14,2022-07-05,2022-06-25
2615,1061,4,2023-08-20,2023-09-03,2023-08-28
2418,714,2,2024-06-28,2024-07-12,2024-06-29
9494,1896,1,2021-12-23,2022-01-06,2021-12-31
