review_id,customer_id,book_id,rating,review_text,created_at
890,1570,8,4,Above average. Would recommend to fans of the genre.,2020-06-29 20:22:47
3488,1521,81,4,Above average. Would recommend to fans of the genre.,2024-08-14 08:43:47
4765,1582,1,3,Decent read. Not my favourite but not bad either.,2024-10-29 17:50:25
1797,1903,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-07-22 10:36:31
1761,1665,1,4,Well-written and engaging. A few plot holes but forgivable.,2023-10-09 08:48:10
2682,988,1,4,"Good book, though the ending felt a little rushed.",2024-10-16 19:53:23
2936,328,4,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-20 18:50:27
1,2631,1,4,A very good read overall. Some chapters were slow but worth it.,2024-06-06 09:38:18
116,474,3,4,,2024-12-05 09:29:40
2194,2134,1,3,Had potential but did not quite deliver on its promise.,2024-10-30 21:41:58
1990,22,1,0,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-08-06 09:35:23
320,1101,1,4,A very good read overall. Some chapters were slow but worth it.,2024-11-21 10:12:06
891,847,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-11-07 13:21:50
251,2467,22,3,Decent read. Not my favourite but not bad either.,2023-02-13 11:28:05
5082,2283,4,2,Overrated. I did not enjoy the characters at all.,2024-12-27 22:18:44
2232,2322,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-01-17 08:57:18
3235,2647,1,3,"Mixed feelings. Good premise, mediocre execution.",2022-06-11 10:19:20
2798,2174,24,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-26 15:50:56
5036,2395,4,2,Not for me. The writing style felt very dated.,2023-06-04 18:34:06
3792,842,3,4,Well-written and engaging. A few plot holes but forgivable.,2021-09-11 12:10:52
4897,870,1,4,,2024-12-21 09:13:06
5528,2124,4,4,Above average. Would recommend to fans of the genre.,2023-06-29 05:53:46
854,673,12,5,Exceeded all my expectations. Truly extraordinary.,2022-11-28 14:03:45
5424,1533,2,4,A very good read overall. Some chapters were slow but worth it.,2020-02-21 20:33:40
5284,178,8,3,"Mixed feelings. Good premise, mediocre execution.",2020-04-24 18:29:05
831,182,8,3,,2022-04-30 05:09:42
1214,785,2,4,Well-written and engaging. A few plot holes but forgivable.,2024-11-17 13:49:30
513,990,1,5,Exceeded all my expectations. Truly extraordinary.,2023-02-14 19:03:18
3311,1302,11,5,The writing is exceptional and the story gripped me from page one.,2020-09-12 11:25:15
5434,17,6,2,Not for me. The writing style felt very dated.,2024-10-28 13:37:25
4025,2563,22,2,The plot felt disjointed and the pacing was off throughout.,2020-12-17 15:56:22
4637,446,28,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-08 07:24:19
3088,945,3,3,Had potential but did not quite deliver on its promise.,2024-07-12 18:42:23
2458,362,4,3,Had potential but did not quite deliver on its promise.,2022-06-24 07:37:33
4180,2777,1,3,"Some interesting parts, but overall felt underwhelming.",2024-03-20 10:42:29
1941,2063,1,4,,2024-11-23 08:02:05
4134,332,2,3,Neither great nor terrible. Passes the time.,2024-07-15 08:34:14
4666,684,15,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-07-23 08:14:14
359,346,6,3,"Mixed feelings. Good premise, mediocre execution.",2024-08-25 11:09:13
371,2361,11,3,"Some interesting parts, but overall felt underwhelming.",2024-12-11 20:40:50
814,2594,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-31 19:44:32
2132,197,10,4,A very good read overall. Some chapters were slow but worth it.,2024-07-28 17:30:47
1665,603,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-06-23 14:35:31
1826,1914,1,4,Above average. Would recommend to fans of the genre.,2020-04-14 19:28:58
1637,1157,1,2,The plot felt disjointed and the pacing was off throughout.,2024-05-17 17:04:13
4197,1807,3,5,Exceeded all my expectations. Truly extraordinary.,2023-08-20 17:30:15
658,1321,73,4,"Good book, though the ending felt a little rushed.",2024-07-07 12:18:15
25,529,1,4,Above average. Would recommend to fans of the genre.,2024-11-27 17:05:41
5192,845,2,3,Had potential but did not quite deliver on its promise.,2022-12-05 11:06:23
14,323,4,2,Would not recommend. Too slow and the payoff was not worth it.,2023-09-01 16:34:43
1131,1496,1,3,Had potential but did not quite deliver on its promise.,2023-06-26 21:24:45
4020,181,2,5,A masterpiece. Every chapter left me wanting more.,2024-09-17 10:19:46
5336,1964,13,5,A masterpiece. Every chapter left me wanting more.,2023-08-31 15:11:12
4092,1889,41,5,Absolutely loved this book — couldn't put it down!,2021-08-24 14:18:23
3130,755,8,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-19 09:21:30
4453,1237,36,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-06-02 16:10:20
4934,2768,2,5,One of the best reads I have had in years. Highly recommended.,2022-04-28 17:04:59
799,1131,5,3,Had potential but did not quite deliver on its promise.,2022-04-24 12:34:33
1281,215,1,3,Average. Had its moments but failed to really engage me.,2022-10-08 14:08:18
763,2159,4,3,,2024-06-11 14:54:32
1810,2668,11,5,A masterpiece. Every chapter left me wanting more.,2021-08-22 15:20:11
108,1418,1,4,A very good read overall. Some chapters were slow but worth it.,2023-07-01 12:23:20
3795,510,1,3,"Mixed feelings. Good premise, mediocre execution.",2021-06-21 12:28:29
609,1806,3,4,A very good read overall. Some chapters were slow but worth it.,2024-05-03 19:44:20
4073,1587,1,3,Neither great nor terrible. Passes the time.,2020-12-03 18:51:48
5585,2693,1,4,,2021-08-20 18:21:52
5205,2089,1,5,,2022-11-18 12:58:58
1752,2680,1,3,"Some interesting parts, but overall felt underwhelming.",2022-03-09 07:58:35
3746,1796,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2021-09-30 22:02:52
3827,854,3,4,Mostly great. The middle section drags a bit.,2020-09-17 22:02:14
1529,2073,2,5,Perfect blend of story and insight. Will read again.,2023-02-04 16:45:11
1773,98,3,3,Decent read. Not my favourite but not bad either.,2024-09-02 18:20:16
3039,2553,1,-1,Disappointed. Expected much more based on the reviews.,2024-09-03 17:44:23
4953,1697,1,5,Perfect blend of story and insight. Will read again.,2021-07-06 20:02:08
3722,1872,8,3,Had potential but did not quite deliver on its promise.,2023-12-04 13:39:12
3070,1127,24,3,Average. Had its moments but failed to really engage me.,2024-10-28 14:27:48
1967,1027,1,3,Neither great nor terrible. Passes the time.,2024-04-03 19:04:41
3383,1207,3,4,Mostly great. The middle section drags a bit.,2021-03-06 19:12:24
2371,797,81,4,A very good read overall. Some chapters were slow but worth it.,2022-04-29 07:20:48
3377,2720,13,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-12 16:07:40
5314,210,1,4,,2023-07-17 17:18:58
4376,2246,4,5,I finished this in two sittings. Absolutely riveting.,2024-12-03 19:24:30
1790,1870,46,5,One of the best reads I have had in years. Highly recommended.,2020-12-04 00:23:25
2913,641,3,2,Overrated. I did not enjoy the characters at all.,2022-10-18 05:45:11
4076,2310,128,1,Gave up halfway. The writing is unbearable.,2021-12-11 09:08:59
1348,2378,9,3,,2023-05-12 18:56:44
440,423,5,5,Absolutely loved this book — couldn't put it down!,2024-09-10 09:56:11
3927,979,2,3,It was okay. The hype around this book is a bit overstated.,2022-02-20 12:12:33
4872,619,4,4,Mostly great. The middle section drags a bit.,2024-01-11 09:30:30
3765,1754,2,5,Perfect blend of story and insight. Will read again.,2023-05-10 14:03:51
4093,795,4,5,A masterpiece. Every chapter left me wanting more.,2023-01-13 18:48:34
4697,2394,22,3,It was okay. The hype around this book is a bit overstated.,2024-05-10 13:19:44
3417,1477,6,4,"Good book, though the ending felt a little rushed.",2024-01-13 14:33:41
977,949,5,2,Would not recommend. Too slow and the payoff was not worth it.,2024-06-03 18:52:43
3462,2740,3,5,A masterpiece. Every chapter left me wanting more.,2024-07-14 15:33:42
4393,1475,2,4,Liked it. The first half is stronger than the second.,2022-07-27 07:46:53
1632,1205,4,3,It was okay. The hype around this book is a bit overstated.,2022-08-09 17:00:51
4602,116,12,4,Well-written and engaging. A few plot holes but forgivable.,2024-11-23 12:21:06
2290,976,17,5,Beautifully written. The author's style is simply stunning.,2023-11-28 03:00:19
1098,416,2,3,"Some interesting parts, but overall felt underwhelming.",2023-07-06 19:36:01
2273,953,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-01-18 06:14:13
3386,172,81,4,A very good read overall. Some chapters were slow but worth it.,2023-09-14 22:54:00
3599,2027,2,4,Liked it. The first half is stronger than the second.,2022-12-23 18:58:54
3064,1031,4,3,Had potential but did not quite deliver on its promise.,2021-09-01 11:19:38
2515,693,1,4,,2024-05-08 15:07:37
3538,2775,6,-1,Struggled to get through it. The story meanders endlessly.,2021-11-29 09:31:24
1680,663,9,3,Neither great nor terrible. Passes the time.,2024-06-06 18:05:34
701,2678,30,4,"Good book, though the ending felt a little rushed.",2022-09-25 22:22:23
5152,2594,5,4,Mostly great. The middle section drags a bit.,2024-05-20 13:37:52
2858,2390,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-01-02 18:56:35
4984,647,4,2,The plot felt disjointed and the pacing was off throughout.,2024-10-21 22:15:19
4505,787,30,3,Average. Had its moments but failed to really engage me.,2020-03-08 18:42:56
1184,1600,28,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-01-09 19:34:15
527,1154,2,3,Neither great nor terrible. Passes the time.,2024-12-25 14:35:04
3269,1727,2,7,Average. Had its moments but failed to really engage me.,2023-05-14 09:08:32
3793,2133,3,5,Absolutely loved this book — couldn't put it down!,2024-07-23 15:27:19
3712,1662,2,4,Above average. Would recommend to fans of the genre.,2023-12-11 22:05:23
1966,2746,2,5,Perfect blend of story and insight. Will read again.,2023-12-09 04:45:11
878,462,1,4,,2024-08-30 14:24:52
2173,854,10,4,Liked it. The first half is stronger than the second.,2021-03-09 13:50:48
4678,2635,8,3,Decent read. Not my favourite but not bad either.,2022-03-17 14:15:30
5342,2487,7,4,"Good book, though the ending felt a little rushed.",2020-10-06 08:25:02
4599,2378,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-10-14 03:28:45
4626,201,4,3,"Some interesting parts, but overall felt underwhelming.",2022-10-28 11:34:03
5211,598,60,3,"Some interesting parts, but overall felt underwhelming.",2023-06-27 16:55:00
238,2539,34,5,,2024-11-18 13:29:31
942,1258,1,5,I finished this in two sittings. Absolutely riveting.,2023-11-11 09:59:29
1828,582,8,2,Would not recommend. Too slow and the payoff was not worth it.,2023-11-11 21:39:31
124,1902,2,5,A masterpiece. Every chapter left me wanting more.,2021-08-15 12:35:34
3108,620,4,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-22 08:55:43
3590,246,3,3,Average. Had its moments but failed to really engage me.,2022-03-30 17:14:41
3955,2125,1,5,Beautifully written. The author's style is simply stunning.,2024-04-28 09:51:40
3892,878,2,4,"Good book, though the ending felt a little rushed.",2024-12-13 18:49:11
278,108,2,3,"Mixed feelings. Good premise, mediocre execution.",2024-04-22 14:22:35
4534,182,22,4,,2023-03-07 08:40:30
3907,322,6,4,"Good book, though the ending felt a little rushed.",2024-05-31 18:33:26
196,995,1,3,Neither great nor terrible. Passes the time.,2023-06-09 09:33:54
919,2421,5,4,Liked it. The first half is stronger than the second.,2022-10-13 16:20:30
307,2494,2,4,Well-written and engaging. A few plot holes but forgivable.,2022-01-08 16:22:07
4825,600,6,4,"Good book, though the ending felt a little rushed.",2022-10-15 20:55:04
4796,518,9,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-01-10 10:36:35
2644,2770,5,4,Above average. Would recommend to fans of the genre.,2021-03-22 08:29:50
478,1500,1,4,"Good book, though the ending felt a little rushed.",2023-11-16 12:24:24
1922,1292,1,3,Had potential but did not quite deliver on its promise.,2024-10-17 10:56:26
5122,613,103,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-16 09:29:28
1357,636,1,5,The writing is exceptional and the story gripped me from page one.,2022-09-01 19:31:14
37,2649,2,5,The writing is exceptional and the story gripped me from page one.,2024-01-02 20:56:00
3675,1695,3,2,Struggled to get through it. The story meanders endlessly.,2023-09-24 09:00:58
2835,446,6,3,Average. Had its moments but failed to really engage me.,2024-11-21 05:11:49
198,1023,1,2,Not for me. The writing style felt very dated.,2023-07-14 20:37:38
3514,866,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-07-27 22:57:13
1825,2458,1,3,Decent read. Not my favourite but not bad either.,2024-12-31 20:56:15
4751,1655,15,5,One of the best reads I have had in years. Highly recommended.,2024-08-17 14:36:10
5255,2744,83,5,Exceeded all my expectations. Truly extraordinary.,2022-06-08 09:50:07
5135,977,1,3,Decent read. Not my favourite but not bad either.,2024-11-28 18:24:04
1559,190,7,3,Average. Had its moments but failed to really engage me.,2023-06-10 19:53:11
3137,795,1,5,Exceeded all my expectations. Truly extraordinary.,2023-02-23 12:57:16
1678,1908,99,4,"Good book, though the ending felt a little rushed.",2024-05-25 12:57:21
2465,1170,1,5,Beautifully written. The author's style is simply stunning.,2024-11-14 17:00:43
5467,2522,6,3,Decent read. Not my favourite but not bad either.,2024-11-20 18:28:36
3472,1783,32,4,,2024-12-31 07:30:21
5182,959,3,3,"Mixed feelings. Good premise, mediocre execution.",2023-09-23 11:30:38
1401,931,1,3,It was okay. The hype around this book is a bit overstated.,2021-09-30 12:42:26
3419,597,3,3,Had potential but did not quite deliver on its promise.,2024-08-10 12:02:36
1033,2094,4,4,Liked it. The first half is stronger than the second.,2024-04-17 00:04:09
2042,62,4,4,Liked it. The first half is stronger than the second.,2023-07-14 07:09:39
3649,2783,3,3,It was okay. The hype around this book is a bit overstated.,2024-12-31 01:18:36
2408,1232,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-02-28 11:15:19
3295,325,2,3,Had potential but did not quite deliver on its promise.,2023-11-10 12:48:30
1926,2148,69,3,"Some interesting parts, but overall felt underwhelming.",2024-02-16 12:04:08
2271,157,3,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-01-13 19:14:39
4431,423,1,5,I finished this in two sittings. Absolutely riveting.,2024-06-24 18:42:06
3123,2768,1,4,"Good book, though the ending felt a little rushed.",2022-04-06 16:05:05
1110,415,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-06-03 04:14:23
4381,2576,4,4,A very good read overall. Some chapters were slow but worth it.,2023-01-04 12:54:35
5332,1502,1,4,A very good read overall. Some chapters were slow but worth it.,2024-06-20 07:04:07
16,2612,1,4,,2024-12-22 13:56:22
3992,790,2,3,"Some interesting parts, but overall felt underwhelming.",2024-08-14 11:41:40
2121,2437,2,3,Neither great nor terrible. Passes the time.,2022-12-04 06:39:39
1818,2515,4,3,It was okay. The hype around this book is a bit overstated.,2024-09-18 11:56:25
5075,1331,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2021-05-27 21:53:03
5588,1696,2,3,Decent read. Not my favourite but not bad either.,2024-11-04 07:51:05
4593,101,163,4,"Good book, though the ending felt a little rushed.",2023-11-30 21:13:16
2756,871,1,4,,2023-05-09 07:58:43
3687,2189,6,3,"Mixed feelings. Good premise, mediocre execution.",2021-12-13 12:40:43
403,2498,11,3,"Mixed feelings. Good premise, mediocre execution.",2024-07-17 18:07:53
3690,1140,6,3,"Some interesting parts, but overall felt underwhelming.",2024-03-03 11:02:29
2145,413,1,4,"Good book, though the ending felt a little rushed.",2024-12-31 12:10:01
3124,106,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-12-19 17:16:45
567,2547,6,3,Average. Had its moments but failed to really engage me.,2022-08-15 19:08:34
4616,4,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2020-09-29 10:47:49
4866,273,5,4,A very good read overall. Some chapters were slow but worth it.,2024-03-20 17:25:57
1564,754,1,5,Brilliant narrative. The characters feel genuinely real.,2022-11-17 10:44:19
4916,145,5,2,Not for me. The writing style felt very dated.,2024-02-15 21:07:47
5180,2662,1,4,Well-written and engaging. A few plot holes but forgivable.,2022-04-13 06:32:15
2978,1370,1,4,Above average. Would recommend to fans of the genre.,2024-05-04 10:57:14
5261,2107,5,4,,2021-07-23 17:54:36
1567,1606,1,2,Overrated. I did not enjoy the characters at all.,2023-01-07 22:44:24
3525,2177,20,3,It was okay. The hype around this book is a bit overstated.,2024-03-03 18:45:23
1580,1151,3,3,Average. Had its moments but failed to really engage me.,2021-03-11 12:51:45
3595,2121,13,3,Decent read. Not my favourite but not bad either.,2024-03-07 17:48:51
3357,1457,5,3,It was okay. The hype around this book is a bit overstated.,2024-11-17 23:27:02
3784,238,2,5,,2024-07-27 09:23:09
3758,377,16,4,Mostly great. The middle section drags a bit.,2023-12-15 15:54:25
1912,346,4,2,,2024-02-28 08:10:21
1041,2383,1,4,Above average. Would recommend to fans of the genre.,2021-12-16 18:32:49
266,1128,2,4,Above average. Would recommend to fans of the genre.,2022-12-10 09:23:56
4987,1261,4,2,Struggled to get through it. The story meanders endlessly.,2022-12-02 15:02:59
5291,652,7,5,One of the best reads I have had in years. Highly recommended.,2023-03-06 22:42:15
2617,977,3,4,A very good read overall. Some chapters were slow but worth it.,2023-03-22 21:29:52
3055,884,1,3,Average. Had its moments but failed to really engage me.,2024-12-31 13:01:21
2304,606,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-02-08 21:03:17
1778,2314,3,5,,2022-01-05 17:21:58
5132,1817,4,6,Decent read. Not my favourite but not bad either.,2021-06-04 17:49:57
3883,656,12,5,The writing is exceptional and the story gripped me from page one.,2024-03-16 14:35:01
3186,1215,1,2,Struggled to get through it. The story meanders endlessly.,2022-10-11 22:55:36
3724,1008,9,3,Neither great nor terrible. Passes the time.,2021-03-28 10:05:19
5586,478,6,2,Disappointed. Expected much more based on the reviews.,2024-04-01 18:22:54
1435,2254,1,5,A masterpiece. Every chapter left me wanting more.,2023-06-02 21:53:27
588,1382,1,5,Exceeded all my expectations. Truly extraordinary.,2024-05-31 18:28:04
4929,2185,3,5,Absolutely loved this book — couldn't put it down!,2023-05-17 20:37:35
4462,1466,2,4,Liked it. The first half is stronger than the second.,2023-02-14 18:17:21
5117,2541,3,4,"Good book, though the ending felt a little rushed.",2023-06-26 13:19:07
2489,538,1,4,A very good read overall. Some chapters were slow but worth it.,2022-12-21 19:11:49
946,2576,12,4,Well-written and engaging. A few plot holes but forgivable.,2024-12-31 08:23:48
997,1120,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-10-13 11:35:04
2941,190,13,5,Absolutely loved this book — couldn't put it down!,2021-03-18 17:15:25
2696,2733,77,2,Disappointed. Expected much more based on the reviews.,2024-08-19 07:27:04
246,1128,1,5,Absolutely loved this book — couldn't put it down!,2023-04-29 19:03:41
405,181,7,3,Had potential but did not quite deliver on its promise.,2023-09-13 07:23:27
5497,1448,2,4,Mostly great. The middle section drags a bit.,2022-10-25 21:07:29
961,1499,3,5,A masterpiece. Every chapter left me wanting more.,2024-02-05 20:53:51
1711,1979,12,3,Neither great nor terrible. Passes the time.,2023-07-29 20:22:29
2944,1807,1,3,"Some interesting parts, but overall felt underwhelming.",2023-10-30 13:43:26
2848,1650,1,4,Mostly great. The middle section drags a bit.,2022-10-30 02:00:00
1555,122,1,3,Decent read. Not my favourite but not bad either.,2022-08-20 19:22:52
3725,2401,3,4,Mostly great. The middle section drags a bit.,2024-12-31 21:35:46
798,2121,12,5,This book changed the way I think. A must-read for everyone.,2024-05-24 09:45:31
4802,2263,1,3,Had potential but did not quite deliver on its promise.,2021-02-28 16:59:29
5166,359,3,5,,2022-09-09 19:55:41
3873,39,2,4,Well-written and engaging. A few plot holes but forgivable.,2021-02-17 07:07:15
4855,301,9,3,Average. Had its moments but failed to really engage me.,2024-07-02 19:48:09
2098,1134,7,4,Mostly great. The middle section drags a bit.,2021-06-27 18:16:49
4969,731,6,3,Neither great nor terrible. Passes the time.,2022-10-27 13:15:59
2771,1492,9,3,Decent read. Not my favourite but not bad either.,2024-02-04 21:09:28
1351,592,13,3,"Mixed feelings. Good premise, mediocre execution.",2023-03-03 11:50:09
82,2297,1,4,Above average. Would recommend to fans of the genre.,2024-04-20 13:10:44
1072,244,2,5,Brilliant narrative. The characters feel genuinely real.,2023-12-09 17:50:58
75,1363,5,2,Disappointed. Expected much more based on the reviews.,2024-06-26 14:38:47
4066,472,172,4,A very good read overall. Some chapters were slow but worth it.,2023-07-05 07:27:54
560,861,5,5,Absolutely loved this book — couldn't put it down!,2020-08-05 22:49:28
191,2708,41,4,Well-written and engaging. A few plot holes but forgivable.,2022-07-13 11:43:12
1247,2718,7,4,Mostly great. The middle section drags a bit.,2023-12-31 14:30:29
2689,2246,1,3,"Some interesting parts, but overall felt underwhelming.",2024-12-28 10:33:01
2549,1753,6,3,"Some interesting parts, but overall felt underwhelming.",2022-03-04 12:00:09
2313,2157,19,2,Would not recommend. Too slow and the payoff was not worth it.,2020-10-13 05:22:39
5288,2177,4,3,,2024-10-29 11:26:33
5298,204,1,5,,2024-01-15 19:30:32
3713,2303,1,4,Above average. Would recommend to fans of the genre.,2024-08-31 09:40:36
584,1104,3,4,"Good book, though the ending felt a little rushed.",2024-02-26 09:22:41
779,1764,4,3,,2023-04-25 17:02:23
5123,2363,1,3,Neither great nor terrible. Passes the time.,2022-12-07 12:43:34
5066,488,1,3,Had potential but did not quite deliver on its promise.,2023-11-09 09:03:07
4317,1149,2,5,Exceeded all my expectations. Truly extraordinary.,2022-10-16 15:20:52
2447,2439,2,4,,2023-06-25 19:43:05
3781,1153,6,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-12 18:39:26
2219,482,1,4,"Good book, though the ending felt a little rushed.",2024-06-13 08:08:41
4498,1256,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-12-10 11:11:10
433,1545,2,4,A very good read overall. Some chapters were slow but worth it.,2023-09-01 21:21:40
3030,2126,1,4,A very good read overall. Some chapters were slow but worth it.,2024-11-13 15:42:24
2492,163,3,4,Above average. Would recommend to fans of the genre.,2022-12-08 19:03:02
5490,2781,10,4,,2024-01-06 08:04:41
15,642,32,2,The plot felt disjointed and the pacing was off throughout.,2024-12-31 19:03:28
3341,2008,1,4,"Good book, though the ending felt a little rushed.",2024-07-30 18:43:34
1776,2796,1,4,Well-written and engaging. A few plot holes but forgivable.,2022-09-02 21:32:16
1101,1327,1,3,Had potential but did not quite deliver on its promise.,2022-02-14 19:27:09
5540,2067,24,3,Average. Had its moments but failed to really engage me.,2023-04-06 05:48:04
5252,1133,3,4,Above average. Would recommend to fans of the genre.,2023-10-16 06:01:21
1276,400,8,3,Had potential but did not quite deliver on its promise.,2024-11-23 07:31:30
397,778,32,3,,2023-08-11 21:29:35
410,532,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-12-31 20:01:03
4397,1667,1,3,Neither great nor terrible. Passes the time.,2022-09-30 18:17:12
1312,1038,10,7,Perfect blend of story and insight. Will read again.,2021-12-19 08:57:42
3936,2494,1,4,"Good book, though the ending felt a little rushed.",2024-01-19 17:31:36
2069,832,1,-1,A very good read overall. Some chapters were slow but worth it.,2023-07-09 19:21:02
4773,1405,1,3,Average. Had its moments but failed to really engage me.,2023-08-05 15:57:06
3811,125,2,4,Liked it. The first half is stronger than the second.,2023-05-08 09:11:48
1091,109,3,5,The writing is exceptional and the story gripped me from page one.,2023-05-27 17:20:47
4395,389,13,2,Disappointed. Expected much more based on the reviews.,2020-12-13 21:37:19
3542,65,34,4,Above average. Would recommend to fans of the genre.,2024-05-11 19:09:44
3285,2245,2,4,Above average. Would recommend to fans of the genre.,2023-08-11 22:57:30
3241,1391,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-09-11 19:02:40
32,2279,16,2,The plot felt disjointed and the pacing was off throughout.,2024-12-09 14:45:58
3623,1949,8,3,"Some interesting parts, but overall felt underwhelming.",2023-12-15 23:29:24
2694,2647,3,5,Absolutely loved this book — couldn't put it down!,2024-10-17 13:26:40
5518,2345,2,5,The writing is exceptional and the story gripped me from page one.,2024-02-28 21:26:54
3425,990,13,3,Neither great nor terrible. Passes the time.,2020-09-19 07:01:18
148,185,1,5,The writing is exceptional and the story gripped me from page one.,2024-12-31 12:11:19
2491,1321,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-24 15:31:31
4463,1904,1,4,A very good read overall. Some chapters were slow but worth it.,2021-10-10 12:59:07
4532,1222,1,4,Above average. Would recommend to fans of the genre.,2023-02-23 13:33:29
4151,1620,1,3,Decent read. Not my favourite but not bad either.,2023-05-04 12:02:30
2640,1121,1,5,,2022-11-11 15:06:25
1416,1361,57,5,I finished this in two sittings. Absolutely riveting.,2024-12-11 12:57:41
2266,2178,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-09-28 08:10:53
3868,149,5,3,"Some interesting parts, but overall felt underwhelming.",2023-11-07 21:26:40
3436,1405,3,3,Decent read. Not my favourite but not bad either.,2023-02-17 05:00:02
1204,2680,2,3,Decent read. Not my favourite but not bad either.,2023-11-10 08:00:18
4131,1514,110,4,Liked it. The first half is stronger than the second.,2021-08-04 15:49:21
5617,956,14,4,Well-written and engaging. A few plot holes but forgivable.,2023-11-24 14:15:41
3607,1824,1,2,Struggled to get through it. The story meanders endlessly.,2024-10-26 07:19:43
4106,2189,17,4,Mostly great. The middle section drags a bit.,2021-06-09 08:58:19
2116,1426,5,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-11 20:42:37
1388,1308,8,3,Neither great nor terrible. Passes the time.,2023-04-14 08:55:14
166,2528,2,3,Average. Had its moments but failed to really engage me.,2023-10-08 12:32:19
2117,2786,1,3,Decent read. Not my favourite but not bad either.,2024-09-01 16:42:37
2258,325,1,4,"Good book, though the ending felt a little rushed.",2023-12-09 09:51:26
4803,402,1,3,"Some interesting parts, but overall felt underwhelming.",2023-07-29 13:47:41
4275,2551,5,3,"Mixed feelings. Good premise, mediocre execution.",2024-12-31 14:27:57
1263,377,18,2,Would not recommend. Too slow and the payoff was not worth it.,2022-05-19 10:18:09
1083,1085,4,3,Neither great nor terrible. Passes the time.,2024-12-20 14:28:11
5047,2684,19,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-04-05 14:42:41
3963,2782,5,2,Struggled to get through it. The story meanders endlessly.,2023-05-27 21:10:32
4597,2616,1,4,Liked it. The first half is stronger than the second.,2023-10-04 08:41:15
2883,2350,2,4,,2024-04-21 17:27:44
1590,642,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-08-14 17:17:48
533,1104,8,3,It was okay. The hype around this book is a bit overstated.,2023-12-29 12:17:34
5572,1425,8,3,Average. Had its moments but failed to really engage me.,2021-06-13 20:23:32
2668,315,16,3,"Some interesting parts, but overall felt underwhelming.",2024-08-22 17:20:54
3006,2749,1,5,Perfect blend of story and insight. Will read again.,2023-01-06 18:58:23
5040,325,3,3,It was okay. The hype around this book is a bit overstated.,2023-02-08 12:07:21
5159,377,8,4,,2023-08-31 16:36:34
3948,977,11,5,Beautifully written. The author's style is simply stunning.,2023-04-04 12:31:47
4140,2637,1,3,Average. Had its moments but failed to really engage me.,2022-07-24 20:32:46
3535,1608,1,5,Perfect blend of story and insight. Will read again.,2024-09-08 09:55:34
5263,1020,24,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-05-30 18:46:15
2409,2746,13,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-07 11:32:44
1464,559,3,2,Disappointed. Expected much more based on the reviews.,2024-01-06 16:04:41
415,2053,82,3,It was okay. The hype around this book is a bit overstated.,2022-10-14 16:22:27
850,1046,87,4,"Good book, though the ending felt a little rushed.",2021-09-09 19:14:10
606,2368,3,3,Neither great nor terrible. Passes the time.,2024-12-12 06:32:36
4273,1133,7,3,It was okay. The hype around this book is a bit overstated.,2021-03-27 20:44:43
