order_id,customer_id,book_id,order_date,quantity,status
5285,606,1,2023-11-15,1,DELIVERED
26426,821,2,2024-01-14,1,CANCELLED
27304,333,2,2023-11-26,1,DELIVERED
17446,860,6,2022-06-26,1,PENDING
2735,524,1,2023-06-21,1,SHIPPED
5236,567,7,2021-06-14,1,DELIVERED
20162,405,1,2024-06-21,1,CANCELLED
12200,1151,2,2021-03-01,1,DELIVERED
4423,1219,4,2022-11-23,1,DELIVERED
1075,2250,2,2023-07-15,2,DELIVERED
16972,1152,1,2022-12-15,2,CANCELLED
25625,914,7,2022-05-08,1,CANCELLED
26117,1451,3,2020-07-09,1,DELIVERED
24545,1138,1,2021-08-24,3,DELIVERED
20869,323,2,2024-04-22,1,CANCELLED
26532,2430,1,2024-06-02,3,CANCELLED
22546,2621,1,2022-03-02,1,DELIVERED
19534,515,4,2023-12-26,1,DELIVERED
18739,2540,1,2024-09-17,4,DELIVERED
5043,142,1,2023-05-10,1,DELIVERED
12126,709,2,2022-06-25,1,DELIVERED
16835,2716,5,2024-01-26,2,SHIPPED
19705,2185,1,2024-11-02,1,DELIVERED
14842,2289,1,2023-12-25,5,DELIVERED
4455,194,1,2022-05-31,1,DELIVERED
3517,2095,5,2023-05-18,2,DELIVERED
186,1851,9,2021-09-01,1,CANCELLED
5394,1156,41,2024-09-17,2,SHIPPED
27432,706,2,2024-12-25,2,DELIVERED
16018,1772,1,2023-02-24,1,PENDING
16918,124,2,2024-05-29,2,DELIVERED
23205,2215,1,2023-01-05,2,DELIVERED
15391,1506,32,2024-07-18,2,DELIVERED
22185,390,1,2023-11-28,2,CANCELLED
14433,1782,3,2024-05-23,1,DELIVERED
12798,78,5,2020-01-27,1,DELIVERED
26863,1011,1,2024-08-25,1,DELIVERED
5877,2444,1,2024-04-20,1,CANCELLED
3219,1455,5,2023-11-06,1,
16546,2659,9,2021-07-19,1,DELIVERED
13167,325,1,2023-11-30,1,DELIVERED
3487,1265,1,2024-01-26,2,CANCELLED
25537,2258,1,2022-10-21,6,DELIVERED
5970,2036,12,2022-11-07,2,DELIVERED
21056,2248,59,2023-10-11,3,SHIPPED
8899,1298,1,2024-04-15,2,DELIVERED
23635,384,2,2020-10-25,1,DELIVERED
23792,1219,2,2024-06-18,1,DELIVERED
7937,539,1,2024-12-08,8,PENDING
3735,285,3,2023-07-27,2,SHIPPED
7697,756,1,2024-09-25,2,DELIVERED
20533,1096,3,2024-06-05,2,DELIVERED
20810,2536,3,2021-12-06,1,DELIVERED
7490,2467,3,2024-06-14,1,DELIVERED
16226,80,1,2023-08-22,1,DELIVERED
1148,2279,1,2022-01-03,2,DELIVERED
6516,2401,1,2024-01-07,2,DELIVERED
16759,1969,2,2023-12-13,1,DELIVERED
20708,1550,1,2024-10-27,4,DELIVERED
26186,1099,2,2023-05-09,2,DELIVERED
2599,2009,1,2022-02-23,1,DELIVERED
14369,2767,1,2021-04-22,1,SHIPPED
21091,1666,1,2024-09-10,5,DELIVERED
22098,1952,12,2024-08-29,2,DELIVERED
14499,2082,1,2024-12-24,1,PENDING
16151,2364,1,2024-08-18,1,DELIVERED
14243,637,1,2023-03-27,1,DELIVERED
1656,2288,3,2024-08-27,1,DELIVERED
2678,2512,3,2024-03-04,1,DELIVERED
25706,2672,1,2022-08-23,2,SHIPPED
16012,1054,1,2023-10-05,2,DELIVERED
8241,180,44,2024-12-22,5,SHIPPED
3051,451,2,2023-11-02,1,DELIVERED
16563,875,1,2022-08-25,1,DELIVERED
11444,2564,16,2023-10-04,1,SHIPPED
6419,2594,29,2024-09-12,1,DELIVERED
2810,1600,11,2021-11-23,1,DELIVERED
13820,2718,5,2020-10-20,1,SHIPPED
10901,1853,3,2024-09-15,2,DELIVERED
327,1641,4,2021-02-20,1,DELIVERED
23863,373,1,2024-09-02,1,DELIVERED
19174,757,1,2021-11-21,1,CANCELLED
12528,1865,2,2024-10-20,1,SHIPPED
6008,1597,19,2024-07-19,2,DELIVERED
12472,1795,1,2023-01-30,8,SHIPPED
20846,1323,24,2024-12-14,1,PENDING
23568,1584,3,2021-06-09,4,DELIVERED
4287,863,12,2020-10-12,2,SHIPPED
545,663,2,2023-06-26,1,DELIVERED
19072,1552,1,2024-06-07,1,DELIVERED
3888,1260,1,2023-05-02,1,PENDING
5772,2207,2,2024-08-17,2,DELIVERED
16695,693,1,2021-07-14,2,DELIVERED
8352,926,5,2022-06-03,1,DELIVERED
26847,1290,4,2023-03-06,2,DELIVERED
13105,2247,1,2023-12-19,1,SHIPPED
25886,1952,1,2024-03-09,2,DELIVERED
15914,362,10,2023-10-14,1,DELIVERED
8777,2292,1,2024-05-26,2,DELIVERED
18122,299,9,2024-01-19,3,DELIVERED
14582,2685,1,2023-03-09,1,DELIVERED
8876,370,1,2024-10-17,1,DELIVERED
1223,2110,2,2023-03-20,2,DELIVERED
4726,1359,1,2024-11-11,1,CANCELLED
15272,117,7,2024-02-19,1,SHIPPED
4821,529,1,2024-07-15,1,DELIVERED
12837,2002,2,2023-04-18,1,DELIVERED
22213,1955,8,2023-07-25,1,PENDING
10270,1576,6,2023-07-19,2,CANCELLED
5733,1456,4,2023-01-20,2,DELIVERED
14948,2421,8,2021-12-12,1,DELIVERED
26794,3,68,2023-12-07,1,DELIVERED
11780,2623,1,2022-08-04,2,DELIVERED
929,789,1,2023-12-14,1,DELIVERED
13711,2178,1,2024-03-10,4,CANCELLED
17638,316,7,2023-05-23,1,SHIPPED
20998,2017,2,2024-10-31,8,DELIVERED
5574,2375,1,2024-12-11,1,CANCELLED
23064,1841,9,2023-01-31,10,CANCELLED
12432,589,3,2024-04-20,10,CANCELLED
18982,2096,1,2024-09-24,2,DELIVERED
27870,2668,1,2023-12-14,1,DELIVERED
12915,1782,7,2023-11-10,4,DELIVERED
3519,701,1,2024-07-17,1,DELIVERED
15615,190,149,2024-04-08,1,DELIVERED
781,2185,1,2021-11-19,1,DELIVERED
19671,1327,1,2022-05-18,8,DELIVERED
27324,854,1,2021-10-02,3,CANCELLED
19075,1877,21,2024-10-27,1,DELIVERED
18837,2770,1,2023-11-21,2,DELIVERED
27651,2092,2,2022-09-27,4,DELIVERED
8254,1519,1,2021-12-21,1,DELIVERED
14913,2350,1,2024-08-21,2,DELIVERED
5636,1001,1,2022-08-14,1,CANCELLED
26797,2070,1,2022-03-09,1,DELIVERED
21484,1902,1,2021-01-19,2,DELIVERED
22493,1278,1,2023-01-17,1,DELIVERED
25117,692,1,2024-11-17,1,PENDING
11123,1454,8,2021-01-23,3,DELIVERED
13029,182,133,2023-12-02,1,DELIVERED
21254,2214,62,2023-01-28,1,DELIVERED
19991,429,13,2024-03-08,1,DELIVERED
13128,321,3,2021-10-25,1,DELIVERED
26957,746,1,2024-02-12,10,DELIVERED
25888,2261,1,2023-12-13,10,DELIVERED
13511,2522,4,2024-12-14,1,PENDING
20592,2265,4,2023-08-22,1,Shipped
22935,2359,1,2023-11-26,4,DELIVERED
26538,1373,1,2021-07-26,8,DELIVERED
11221,1093,2,2024-10-08,1,DELIVERED
25586,2225,1,2024-01-04,2,DELIVERED
4822,1180,1,2024-05-25,1,DELIVERED
18666,132,1,2023-12-12,1,DELIVERED
5375,1235,1,2024-11-21,4,DELIVERED
24025,1151,1,2024-01-17,3,DELIVERED
27486,177,1,2023-10-08,1,DELIVERED
20583,1678,1,2021-01-13,1,DELIVERED
7612,323,5,2024-03-19,8,SHIPPED
9983,766,26,2024-03-26,1,CANCELLED
20746,1158,6,2023-04-21,2,DELIVERED
6350,1061,1,2024-06-30,1,DELIVERED
24730,1974,23,2023-12-07,2,DELIVERED
3018,557,3,2024-02-26,500,DELIVERED
3479,1832,2,2021-01-05,1,HOLD
20736,2267,9,2024-05-12,2,DELIVERED
582,52,2,2022-02-10,1,DELIVERED
726,1777,2,2022-07-06,8,SHIPPED
2540,1134,17,2024-06-24,1,DELIVERED
14870,2173,6,2023-08-24,1,CANCELLED
25153,1842,1,2023-10-22,8,DELIVERED
11485,108,1,2022-10-22,1,DELIVERED
21396,1809,7,2022-03-06,1,DELIVERED
17428,1081,31,2024-11-20,2,CANCELLED
871,963,1,2023-02-17,1,DELIVERED
10737,608,2,2024-03-15,2,DELIVERED
21067,2096,1,2024-08-12,6,CANCELLED
8848,2010,1,2020-06-20,1,DELIVERED
9773,479,7,2020-08-31,8,DELIVERED
1315,2574,1,2024-06-03,1,DELIVERED
5232,2663,3,2023-10-23,4,DELIVERED
4165,2574,1,2023-06-15,3,DELIVERED
3600,1754,3,2024-05-19,1,CANCELLED
2685,228,1,2024-02-17,1,CANCELLED
4687,611,2,2024-11-30,4,DELIVERED
5896,2554,2,2024-04-12,2,DELIVERED
18935,2024,1,2022-09-12,1,DELIVERED
8871,1883,57,2022-05-16,1,CANCELLED
16144,1472,2,2024-11-07,3,DELIVERED
13842,2233,4,2024-11-24,1,DELIVERED
13131,1642,1,2024-03-29,2,DELIVERED
17556,1157,1,2024-03-23,2,DELIVERED
12152,456,1,2023-02-03,1,CANCELLED
802,435,9999,2024-11-25,2,DELIVERED
4814,754,1,2024-03-02,1,DELIVERED
14832,413,1,2024-09-23,2,DELIVERED
27794,1664,1,2022-01-16,1,DELIVERED
13722,9,1,2023-05-20,1,DELIVERED
16822,1252,7,2023-07-24,1,DELIVERED
5314,1120,1,2024-10-01,1,DELIVERED
3196,796,2,2024-08-13,1,DELIVERED
11412,178,146,2020-01-25,1,CANCELLED
17045,1028,5,2020-06-11,1,DELIVERED
27806,544,2,2024-02-17,1,DELIVERED
4499,1082,5,2024-09-16,4,DELIVERED
8919,1390,3,2024-11-10,1,DELIVERED
9376,789,2,2022-08-13,1,DELIVERED
27789,2322,1,2023-05-01,2,DELIVERED
20308,941,1,2024-11-26,1,SHIPPED
2921,244,1,2023-12-23,1,DELIVERED
15826,783,1,2020-09-26,6,DELIVERED
10497,1582,10,2024-09-02,1,DELIVERED
5622,384,3,2021-05-27,1,DELIVERED
17931,2597,1,2023-11-03,8,DELIVERED
2990,2096,1,2024-09-03,2,DELIVERED
22607,675,3,2022-12-10,8,DELIVERED
2432,2607,12,2024-12-23,6,SHIPPED
5434,940,3,2022-02-06,3,CANCELLED
731,1639,3,2021-10-04,1,SHIPPED
10868,1569,2,2024-06-04,5,CANCELLED
24276,2552,1,2024-11-11,6,DELIVERED
7143,362,3,2023-03-26,4,DELIVERED
14555,139,1,2024-12-29,1,PENDING
6219,125,2,2023-04-18,1,DELIVERED
5365,1662,2,2023-11-25,8,DELIVERED
611,2161,5,2024-06-23,1,PENDING
6870,809,176,2023-01-31,1,DELIVERED
13882,2073,1,2023-02-11,5,PENDING
12549,437,6,2024-11-02,1,DELIVERED
6115,918,1,2022-10-01,1,Shipped
28064,63,4,2023-12-06,1,DELIVERED
28157,1570,15,2024-10-10,1,DELIVERED
19841,2283,1,2023-11-19,1,DELIVERED
12198,298,1,2023-11-20,3,DELIVERED
17704,1865,3,2024-04-10,1,SHIPPED
23864,2307,2,2021-07-23,1,CANCELLED
5136,628,1,2022-09-01,1,SHIPPED
27366,725,10,2024-12-04,1,SHIPPED
7538,1208,9,2024-04-18,2,DELIVERED
11174,1673,1,2023-06-19,1,CANCELLED
8018,1829,1,2022-04-19,1,DELIVERED
6289,2390,4,2022-10-24,6,DELIVERED
6047,155,1,2024-09-20,3,DELIVERED
27709,1932,7,2021-12-16,3,DELIVERED
15855,963,1,2023-10-01,1,DELIVERED
16767,2513,1,2024-12-15,1,PROCESSING
13915,2217,1,2024-05-16,1,DELIVERED
2565,2140,1,2023-12-10,2,DELIVERED
6061,2055,27,2020-11-04,1,DELIVERED
5821,322,8,2024-07-03,2,DELIVERED
5012,2709,1,2021-12-06,1,DELIVERED
12419,332,3,2024-09-03,1,DELIVERED
21788,931,1,2024-01-29,1,DELIVERED
24229,1062,3,2024-06-25,1,DELIVERED
4565,558,2,2023-05-15,2,DELIVERED
13828,1163,7,2022-09-07,1,DELIVERED
24134,372,5,2024-08-01,3,DELIVERED
15024,114,10,2024-02-16,2,SHIPPED
18881,1154,2,2024-06-19,2,DELIVERED
10024,2154,4,2022-12-22,999,DELIVERED
1593,2613,22,2022-11-22,3,PENDING
16418,1638,6,2024-10-10,1,DELIVERED
28331,1520,1,2024-03-08,1,DELIVERED
21452,80,1,2022-06-27,1,CANCELLED
12030,1517,86,2022-12-22,4,DELIVERED
17294,1983,1,2023-08-04,1,DELIVERED
12064,2443,1,2024-11-22,1,DELIVERED
27564,1774,1,2020-08-10,4,DELIVERED
7291,1237,3,2024-08-06,1,DELIVERED
16109,798,1,2021-06-23,4,CANCELLED
1608,2684,1,2024-01-18,1,DELIVERED
16385,1405,2,2023-02-06,5,DELIVERED
23209,301,1,2022-05-06,1,DELIVERED
656,2514,8,2022-10-24,1,PENDING
10321,2399,8,2024-07-30,1,DELIVERED
7534,2780,1,2024-01-14,1,DELIVERED
13483,2578,1,2022-04-22,1,DELIVERED
9147,1195,1,2022-12-29,1,DELIVERED
7654,569,4,2024-07-19,1,DELIVERED
5440,2133,4,2024-12-18,3,DELIVERED
26427,543,148,2023-01-13,1,DELIVERED
8420,608,1,2024-01-27,3,DELIVERED
4349,2352,7777,2021-05-28,1,DELIVERED
1434,635,1,2024-02-23,2,DELIVERED
21104,770,1,2022-08-18,2,DELIVERED
1802,902,2,2022-07-04,1,CANCELLED
14886,2201,6,2022-08-17,1,DELIVERED
21912,769,1,2024-11-05,1,SHIPPED
3836,724,22,2024-10-17,8,DELIVERED
17824,449,1,2023-10-22,2,DELIVERED
3623,1343,3,2024-09-04,3,DELIVERED
26461,570,1,2020-05-06,1,DELIVERED
12068,2207,5,2024-03-08,1,DELIVERED
7125,2121,1,2023-06-09,1,DELIVERED
12629,2439,2,2023-12-01,2,DELIVERED
14212,1153,1,2023-11-30,1,CANCELLED
12724,899,1,2024-06-30,1,DELIVERED
22623,2149,2,2024-04-07,3,DELIVERED
27079,329,25,2024-02-14,1,CANCELLED
21519,2242,2,2022-08-02,3,DELIVERED
15249,1260,1,2024-11-06,1,DELIVERED
11922,1119,3,2023-08-04,2,DELIVERED
6427,850,2,2024-07-28,1,DELIVERED
26761,2274,1,2022-01-31,2,DELIVERED
6649,2529,2,2024-09-23,1,DELIVERED
7173,1862,4,2023-06-24,1,CANCELLED
12102,339,1,2023-11-09,3,DELIVERED
17889,2260,3,2021-11-25,1,DELIVERED
23246,900,1,2022-08-18,2,DELIVERED
1539,1388,1,2021-10-08,1,DELIVERED
7574,384,12,2023-11-22,1,DELIVERED
10029,1626,1,2024-06-14,1,DELIVERED
27200,209,3,2023-10-09,2,DELIVERED
3117,2495,1,2024-06-04,2,DELIVERED
24387,2134,1,2023-12-26,3,PENDING
11915,1094,1,2023-05-22,1,DELIVERED
1413,19,2,2022-07-03,2,CANCELLED
15533,2276,2,2023-02-16,4,DELIVERED
23463,163,1,2021-01-31,1,DELIVERED
24560,1425,3,2023-04-21,3,DELIVERED
7896,1027,10,2022-07-22,1,DELIVERED
10630,1286,2,2024-03-01,1,DELIVERED
14316,1872,2,2020-08-24,1,CANCELLED
12236,2668,16,2024-07-02,1,DELIVERED
16558,2018,7,2024-02-09,1,CANCELLED
2070,1604,1,2022-08-21,2,CANCELLED
1375,969,5,2024-01-23,2,CANCELLED
10745,1828,1,2023-10-11,2,DELIVERED
20600,797,1,2022-05-22,1,DELIVERED
22144,194,12,2024-07-21,1,CANCELLED
7222,2132,1,2024-11-16,1,DELIVERED
16660,2102,10,2024-04-17,1,DELIVERED
13473,1589,3,2022-09-25,1,DELIVERED
9471,2040,3,2022-06-17,2,DELIVERED
19441,10,1,2022-03-23,2,DELIVERED
16222,2326,1,2024-10-03,3,DELIVERED
12963,255,1,2024-10-23,1,DELIVERED
13398,1533,1,2021-05-22,3,DELIVERED
26087,2380,1,2020-06-30,4,PENDING
26514,2597,1,2023-05-31,1,DELIVERED
21093,1028,5,2020-04-21,-2,DELIVERED
25892,1030,1,2024-09-10,3,DELIVERED
9954,931,2,2021-01-16,4,DELIVERED
19521,265,174,2021-08-18,1,SHIPPED
14761,2149,5,2023-07-27,4,DELIVERED
16926,2774,1,2023-06-07,1,DELIVERED
9881,1701,1,2024-07-27,2,DELIVERED
17742,776,18,2024-11-30,6,PENDING
278,2132,2,2024-10-27,1,DELIVERED
8538,1547,1,2024-05-23,1,DELIVERED
24841,1843,1,2022-07-14,1,CANCELLED
13945,132,3,2024-06-21,1,PENDING
15372,2130,1,2023-09-21,2,PENDING
8137,70,13,2020-04-14,2,DELIVERED
23174,544,1,2024-01-04,1,DELIVERED
19433,2121,8,2023-10-17,2,DELIVERED
7669,2281,1,2021-08-09,5,Shipped
8920,766,1,2024-09-17,2,SHIPPED
14858,2101,82,2023-03-08,1,PENDING
17484,263,4,2024-01-16,2,DELIVERED
22966,2448,1,2023-04-10,1,DELIVERED
16339,373,2,2024-08-12,3,DELIVERED
5090,1964,1,2023-05-28,1,DELIVERED
18475,437,1,2023-10-25,1,DELIVERED
5512,698,21,2024-07-16,1,DELIVERED
6083,1990,4,2024-03-11,1,DELIVERED
10405,1643,1,2023-04-26,1,DELIVERED
25178,2177,2,2023-08-10,2,DELIVERED
27427,2229,3,2024-01-19,1,DELIVERED
15017,2049,22,2021-05-11,3,DELIVERED
5664,672,1,2023-10-25,3,DELIVERED
17835,2201,1,2023-04-16,3,DELIVERED
16463,745,1,2022-05-07,8,CANCELLED
23386,308,1,2024-10-23,1,DELIVERED
7367,2428,1,2024-11-10,1,DELIVERED
21194,1136,4,2020-10-03,1,CANCELLED
10032,183,7,2022-07-10,1,DELIVERED
15464,215,1,2024-09-22,2,DELIVERED
6912,150,2,2024-11-30,2,PENDING
25890,2130,5,2024-04-21,1,SHIPPED
22344,1444,1,2024-09-16,2,DELIVERED
9775,2568,55,2024-07-16,1,DELIVERED
19726,798,1,2021-05-04,4,DELIVERED
13515,372,1,2022-08-06,10,DELIVERED
2889,62,1,2023-09-26,1,DELIVERED
7402,2172,3,2024-09-23,1,DELIVERED
12839,2424,61,2022-02-13,1,DELIVERED
26574,299,1,2023-04-25,1,DELIVERED
819,206,2,2023-10-31,2,DELIVERED
5017,712,3,2024-05-14,1,DELIVERED
13320,2459,2,2024-12-27,1,SHIPPED
16002,1163,1,2022-06-08,1,DELIVERED
3981,120,3,2023-01-11,2,SHIPPED
26773,2728,21,2024-08-28,3,CANCELLED
23558,61,2,2024-04-05,1,DELIVERED
5493,1714,1,2024-08-27,1,DELIVERED
6842,2244,1,2023-10-21,2,DELIVERED
19540,1455,1,2024-09-08,1,DELIVERED
10525,217,4,2024-06-25,1,DELIVERED
26090,2222,1,2023-12-31,2,DELIVERED
17934,600,6,2022-09-20,4,DELIVERED
13749,241,2,2024-03-29,1,DELIVERED
19205,2104,68,2022-09-15,1,DELIVERED
8632,599,1,2022-11-10,1,PENDING
11798,1475,1,2020-09-13,8,DELIVERED
25270,2400,1,2023-02-28,3,DELIVERED
10766,2032,10,2023-03-18,1,DELIVERED
20456,1812,9,2023-01-29,2,PENDING
24865,212,22,2023-11-12,3,DELIVERED
7776,2589,5,2024-12-21,1,DELIVERED
26730,817,4,2021-10-16,3,CANCELLED
8817,2408,1,2021-12-09,1,DELIVERED
17075,2132,6,2024-08-11,1,DELIVERED
23787,277,6,2024-08-14,1,DELIVERED
712,2589,2,2024-09-25,1,DELIVERED
12811,122,12,2024-07-11,1,DELIVERED
28138,1041,4,2020-06-04,2,DELIVERED
16613,1152,10,2023-03-09,1,DELIVERED
7226,2597,6,2020-12-26,1,CANCELLED
12184,457,1,2024-01-22,2,DELIVERED
4026,865,1,2023-06-17,2,DELIVERED
21412,19,1,2024-04-09,3,DELIVERED
6801,1758,1,2024-12-17,1,DELIVERED
21642,2568,31,2023-09-28,1,PENDING
10455,231,3,2022-08-27,1,DELIVERED
2872,2684,1,2023-10-17,5,DELIVERED
24814,707,8,2021-09-24,2,DELIVERED
15933,1841,2,2023-06-01,1,DELIVERED
18553,2000,1,2022-05-21,2,DELIVERED
19558,1955,1,2024-10-29,1,DELIVERED
10555,332,1,2024-07-14,1,DELIVERED
27769,1080,1,2024-02-17,1,DELIVERED
19081,1257,1,2023-09-09,1,DELIVERED
3502,598,4,2023-05-23,1,DELIVERED
11745,1605,1,2023-11-28,4,DELIVERED
12919,1798,2,2022-11-13,1,DELIVERED
26264,2550,7,2023-02-19,1,SHIPPED
13739,794,1,2024-03-03,2,DELIVERED
28221,2306,1,2023-09-04,3,CANCELLED
26063,323,1,2023-12-04,2,DELIVERED
22663,2016,23,2020-02-17,2,DELIVERED
7649,2578,1,2022-07-03,8,CANCELLED
15050,1328,3,2024-11-23,1,FAILED
21387,2103,3,2023-11-23,2,DELIVERED
8515,1601,3,2024-10-03,3,SHIPPED
20074,1480,1,2023-12-03,1,DELIVERED
23000,2638,1,2022-03-21,2,DELIVERED
6385,974,19,2024-10-02,1,DELIVERED
23860,2309,1,2023-06-25,8,DELIVERED
12500,885,2,2024-06-19,2,CANCELLED
13565,3,4,2022-09-16,1,RETURN
23051,1833,1,2021-06-20,8,DELIVERED
20182,953,1,2024-04-13,1,PENDING
28110,314,1,2022-06-06,1,DELIVERED
12947,1235,3,2024-11-21,1,DELIVERED
7297,1274,2,2023-01-31,3,DELIVERED
11128,10,1,2024-08-22,6,DELIVERED
23318,785,2,2024-10-20,1,DELIVERED
2409,1029,1,2023-11-26,6,DELIVERED
13590,2781,4,2021-10-25,2,DELIVERED
18938,2753,1,2024-04-27,1,DELIVERED
14645,482,1,2022-09-13,2,DELIVERED
6930,785,1,2024-09-17,1,DELIVERED
24849,740,1,2024-10-09,4,CANCELLED
1975,2378,2,2024-09-12,1,DELIVERED
22428,744,2,2024-02-27,1,DELIVERED
8931,1030,6,2023-11-19,1,DELIVERED
23874,1027,2,2022-11-17,1,DELIVERED
17795,1916,1,2024-04-02,1,DELIVERED
21651,137,1,2024-11-12,2,CANCELLED
6622,1300,9,2023-07-17,1,DELIVERED
3108,981,6,2024-01-22,2,DELIVERED
12405,348,3,2023-08-16,1,DELIVERED
7929,1690,1,2024-03-28,1,SHIPPED
14546,2188,3,2024-11-16,1,CANCELLED
7687,1283,1,2024-12-02,1,DELIVERED
5669,2534,6,2023-09-21,1,DELIVERED
5022,2429,1,2022-08-13,1,DELIVERED
20690,1457,1,2024-09-28,3,SHIPPED
8973,2618,1,2022-05-15,1,CANCELLED
18737,1989,1,2024-10-10,5,DELIVERED
2955,2641,1,2023-01-05,5,DELIVERED
21771,2621,1,2021-06-24,5,DELIVERED
22933,40,104,2023-11-04,2,DELIVERED
20825,172,1,2023-11-06,3,CANCELLED
14231,114,23,2023-11-17,1,DELIVERED
16674,1233,3,2022-02-07,4,DELIVERED
6934,886,1,2020-10-05,1,DELIVERED
4570,2425,5,2024-08-28,1,DELIVERED
27005,1815,1,2024-11-11,1,DELIVERED
18782,1488,1,2024-07-11,1,DELIVERED
17924,1097,2,2021-12-26,1,DELIVERED
23693,693,4,2023-07-14,1,CANCELLED
25600,111,6,2024-02-26,2,DELIVERED
11863,793,3,2023-10-26,-2,SHIPPED
23550,1101,1,2022-12-31,1,DELIVERED
18419,847,4,2024-08-05,1,DELIVERED
523,706,1,2024-12-02,1,DELIVERED
26947,1233,2,2021-01-08,3,DELIVERED
23056,2796,2,2023-07-21,1,CANCELLED
23629,976,1,2024-07-25,1,DELIVERED
2781,2178,4,2024-11-10,2,SHIPPED
22336,1577,3,2024-05-29,2,DELIVERED
14308,2453,1,2024-10-20,1,DELIVERED
8363,1250,1,2024-12-09,1,PENDING
16136,852,1,2024-08-08,1,DELIVERED
3546,2796,1,2021-01-15,1,DELIVERED
23527,1198,32,2024-07-03,3,DELIVERED
22949,1860,2,2024-03-04,1,DELIVERED
15129,2777,1,2024-10-17,1,CANCELLED
11739,1854,2,2024-01-27,1,DELIVERED
25815,1254,1,2024-03-19,2,CANCELLED
8469,2260,1,2023-09-27,2,DELIVERED
22076,1852,2,2024-01-15,1,DELIVERED
7081,2575,6,2024-06-15,2,DELIVERED
13088,2206,2,2022-02-16,2,DELIVERED
19354,566,1,2023-07-02,1,CANCELLED
541,2718,25,2020-09-29,1,DELIVERED
9009,1478,2,2020-10-27,3,DELIVERED
11345,207,69,2024-09-28,2,DELIVERED
24719,582,1,2022-07-25,1,DELIVERED
7254,1947,4,2023-03-25,4,DELIVERED
19447,1566,7,2023-05-26,2,DELIVERED
25486,1791,2,2024-09-30,2,DELIVERED
14865,1489,1,2023-05-05,1,DELIVERED
2061,1240,2,2023-06-01,1,DELIVERED
19933,2339,3,2023-12-26,1,DELIVERED
16719,1271,1,2024-11-23,4,DELIVERED
1961,35,1,2023-04-27,1,DELIVERED
6588,1914,35,2022-10-15,1,DELIVERED
2455,1262,3,2024-08-26,8,DELIVERED
5946,1298,3,2024-11-10,1,CANCELLED
21550,241,3,2020-04-13,2,CANCELLED
1055,2080,121,2024-03-23,1,DELIVERED
5623,2425,3,2023-01-05,2,DELIVERED
10638,1745,11,2022-01-28,1,DELIVERED
27825,1710,16,2024-06-22,1,DELIVERED
16476,161,1,2024-12-14,1,DELIVERED
2524,653,9,2024-07-03,1,DELIVERED
24770,2459,11,2024-09-02,1,DELIVERED
25169,385,1,2022-10-04,1,DELIVERED
11964,1885,2,2022-05-07,2,DELIVERED
8941,925,1,2023-10-24,1,PENDING
18153,631,2,2023-02-27,1,DELIVERED
20304,2126,8,2022-12-26,-2,DELIVERED
27380,981,1,2024-08-01,2,DELIVERED
20254,1604,2,2022-06-17,1,DELIVERED
9511,2283,1,2023-10-20,3,DELIVERED
14799,494,1,2024-09-18,1,DELIVERED
1633,2764,2,2021-12-09,1,DELIVERED
24421,1868,37,2024-05-11,1,DELIVERED
6565,1436,6,2024-03-20,1,DELIVERED
9051,1086,1,2022-11-30,4,DELIVERED
26622,2209,1,2024-07-11,1,DELIVERED
24834,597,1,2024-02-10,1,DELIVERED
18693,1776,3,2024-08-09,1,DELIVERED
20534,2708,1,2023-07-24,1,DELIVERED
23641,1203,22,2023-04-23,1,DELIVERED
9148,2027,2,2023-11-07,2,DELIVERED
329,1701,23,2024-12-08,3,DELIVERED
5234,623,3,2024-05-12,1,CANCELLED
28201,2374,6,2024-11-12,2,PENDING
21498,546,14,2023-05-02,5,SHIPPED
26237,1923,2,2021-12-29,1,DELIVERED
20185,234,6,2023-01-28,1,DELIVERED
1212,157,1,2022-10-16,2,SHIPPED
12860,2746,93,2024-09-16,1,DELIVERED
5011,1853,1,2023-12-03,2,DELIVERED
16335,513,1,2022-08-14,1,DELIVERED
21185,2673,101,2024-06-30,5,SHIPPED
9908,985,16,2022-10-13,2,DELIVERED
4923,188,1,2022-12-22,1,DELIVERED
12054,1698,1,2024-12-04,3,DELIVERED
9731,1079,1,2024-09-18,1,DELIVERED
11263,2537,2,2022-11-19,1,DELIVERED
24796,225,2,2022-02-19,1,PENDING
3347,2792,23,2022-05-09,4,CANCELLED
3829,1318,2,2021-03-02,2,PENDING
15602,1464,6,2023-07-17,3,DELIVERED
5706,2573,111,2021-05-01,3,DELIVERED
6024,1277,1,2020-12-19,4,DELIVERED
23268,2589,4,2024-11-19,1,DELIVERED
23461,304,1,2022-04-13,1,DELIVERED
921,1787,2,2024-08-02,1,DELIVERED
20523,1704,3,2024-11-26,6,CANCELLED
19910,2148,3,2021-05-23,1,DELIVERED
10977,2356,1,2024-08-21,1,CANCELLED
25811,1175,18,2024-11-17,2,CANCELLED
28292,2522,1,2024-09-30,1,DELIVERED
7932,174,24,2023-10-19,1,CANCELLED
9245,1519,3,2024-02-26,1,DELIVERED
25469,480,2,2023-04-10,2,DELIVERED
823,741,1,2024-08-03,2,DELIVERED
23880,62,1,2024-06-27,1,DELIVERED
22661,477,3,2023-03-13,2,PENDING
12526,1235,1,2024-07-23,1,DELIVERED
